timestamp,mode,target_x,target_z,actual_x,actual_z,error_x,error_z,saturated
1772310926.280545,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.3745432,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.4446669,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.479769,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.513112,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.546318,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.579641,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.613416,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.647011,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.6802921,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.71363,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.7469141,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.780146,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.813457,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.8468952,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.880358,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.91359,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.9468732,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310926.980287,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.013685,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.0470688,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.0804749,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.113955,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.1471932,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.180518,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.213867,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.247287,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.280758,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.314216,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.347666,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.3809652,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.414293,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.447305,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.480748,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.514091,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.547369,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.5807118,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.614292,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.6474729,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.6809442,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.7140212,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.747295,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.7803578,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
1772310927.813644,live_view,-0.1867473250109684,-0.25770249404423295,-0.19892567637293776,-0.2394329989128688,0.012178351361969347,-0.018269495131364166,0
