backarm_deg,frontarm_deg,spoon_deg,shoulder_lift,elbow_flex,wrist_flex
-22.0,22.0,180.0,-109.4065934065934,95.73626373626374,-61.8021978021978
0.0,90.0,180.0,-88.48351648351648,4.835164835164835,7.208791208791209
45.0,180.0,180.0,-39.78021978021978,47.824175824175825,-85.27472527472527
90.0,180.0,180.0,-0.5714285714285714,8.351648351648352,-85.27472527472527
120.0,180.0,180.0,30.54945054945055,-23.64835164835165,-84.48351648351648
135.0,180.0,180.0,45.582417582417584,-38.15384615384615,-84.21978021978022
135.0,150.0,180.0,45.67032967032967,-67.95604395604396,-50.81318681318681
150.0,165.0,180.0,59.73626373626374,-77.01098901098901,-57.934065934065934
